ad_id,json_key,image_path,competitor,all_categories,all_categories_full,all_sentiments,all_sentiments_full,objects_symbols,image_width,image_height,image_format,ocr_text,ocr_word_count,ocr_confidence_avg,text_area_px,image_area_px,text_image_ratio,layout_type,dominant_color_1,dominant_color_2,dominant_color_3,dominant_color_4,dominant_color_5,color_palette_json,extraction_status,sentiment_polarity,sentiment_subjectivity,top_words,top_keywords,cluster,strategy
175322,10/175322.png,./10/175322.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",amused|amazed|eager,"Amused(humored,laughing)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Eager(hungry,thirsty,passionate)",yoyo/dipping|Yoyo|yoyo|yo-yo/dunking/fun|Playfulness/Dunking,1181,1600,PNG," | INVENTION OF THE YO-YO This year, OREO turns  years young. Celebrate the kid inside at oreo./birthday.",19,95.58,16502,1889600,0.0087,image_heavy,#E4D4CD,#32363C,#AC7E71,#884A40,#9B6453,"[""#E4D4CD"", ""#32363C"", ""#AC7E71"", ""#884A40"", ""#9B6453""]",success,0.1,0.4,1928|invention|year,oreo|celebrate|young,3,Functional Promotion Messaging
174539,10/174539.png,./10/174539.png,human_right,human_right,Human rights,alarmed|educated|amused|afraid,"Alarmed(concerned,worried,anxious,overwhelmed)|Educated(informed,enlightened,smart,savvy,intelligent)|Amused(humored,laughing)|Afraid(horrified,scared,fearful)",Death/Execution|Death/Punishment|Death/capital punishment|suicide|death/harm,1172,1600,PNG,EACH HELPS TO BEAT THE DEATH PENAL  EURO OF EACH . EURO/TEXT GOES TO ISH! V UP ul! Fay ,21,81.43,15938,1875200,0.0085,image_heavy,#3A3A38,#CDCDCD,#7F7F7D,#9C9C9B,#94949C,"[""#3A3A38"", ""#CDCDCD"", ""#7F7F7D"", ""#9C9C9B"", ""#94949C""]",success,0.0,0.0,helps|beat|death,helps|text,2,Public Health Messaging
170836,10/170836.png,./10/170836.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",creative|educated|conscious,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Conscious(aware,thoughtful,prepared)",RELAX/EASY|Split cost|rest|Citibank|Home,600,822,PNG,Para més informacién lmanos al    ,9,75.11,9187,493200,0.0186,image_heavy,#203E32,#D6844D,#7B4430,#8CA398,#707DA5,"[""#203E32"", ""#D6844D"", ""#7B4430"", ""#8CA398"", ""#707DA5""]",success,0.0,0.0,para|més|informacién,00|al,2,Public Health Messaging
173287,10/173287.png,./10/173287.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable|thrifty|feminine,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Thrifty(frugal)|Feminine(womanly,girlish)",Social media,657,852,PNG,FIRST SALE OF THE NEVV YEAR! SAVE UP TO >» SHOP NOW } / Tie-Front Georgete Knit Tunic Rutled Tee Utrasott Chenille Blouse Pullover we Rosette-Trim Pointelle Billowy Blouse Pleated Neckline Popcom-Stitch Blouse Cardigan CANT ( @,37,83.03,61156,559764,0.1093,image_heavy,#DFCFBE,#0A0C34,#939D92,#7E5969,#63769C,"[""#DFCFBE"", ""#0A0C34"", ""#939D92"", ""#7E5969"", ""#63769C""]",success,0.3125,0.3333,blouse|first|sale,sale|shop|save,3,Functional Promotion Messaging
174756,10/174756.png,./10/174756.png,restaurant,restaurant,"Restaurants, cafe, fast food",educated|emotional|afraid,"Educated(informed,enlightened,smart,savvy,intelligent)|Emotional(vulnerable,moved,nostalgic,reminiscent)|Afraid(horrified,scared,fearful)",Weight loss|weight loss|Nutrition|Slim/Progress|smugness,481,324,PNG,SEE HOW A GUY AND A SANDWICH MADE HISTORY.,9,95.33,13840,155844,0.0888,image_heavy,#14573A,#B9AD98,#974239,#798C9F,#70AF5A,"[""#14573A"", ""#B9AD98"", ""#974239"", ""#798C9F"", ""#70AF5A""]",success,0.0,0.0,see|guy|sandwich,sandwich,2,Public Health Messaging
173730,10/173730.png,./10/173730.png,smoking_alcohol_abuse,smoking_alcohol_abuse,"Smoking, alcohol abuse",creative|educated|alert,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)",Smoking/Cigarette|Darkness/Death,400,316,PNG,"for more information on lung cancer, keep smoking. — the lung association british colombia",14,92.14,33266,126400,0.2632,balanced,#040404,#C9BEBE,#574343,#7C7C7C,#747474,"[""#040404"", ""#C9BEBE"", ""#574343"", ""#7C7C7C"", ""#747474""]",success,0.25,0.25,lung|information|cancer,cancer|smoking|information,3,Functional Promotion Messaging
173717,10/173717.png,./10/173717.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|creative|conscious|active,"Manly|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Graffiti/Post|sports|achievement/celebrated/exciting|adventure|Ireland,1183,1681,PNG,"aw Nissan JUKE, voted Continental. Car of the Year . See what all the fuss is is about at your local. Nissan dealer. : aay = nissan.ie",27,80.22,89569,1988623,0.045,image_heavy,#C49E96,#161616,#6C4E4B,#6E9783,#437991,"[""#C49E96"", ""#161616"", ""#6C4E4B"", ""#6E9783"", ""#437991""]",success,0.0,0.0,nissan|aw|juke,nissan|dealer|local,2,Public Health Messaging
172519,10/172519.png,./10/172519.png,smoking_alcohol_abuse,smoking_alcohol_abuse,"Smoking, alcohol abuse",alarmed|disturbed|persuaded|creative|inspired|empathetic,"Alarmed(concerned,worried,anxious,overwhelmed)|Disturbed(disgusted,shocked)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Empathetic(sympathetic,supportive,understanding,receptive)",danger / fear|cancer/danger/unhealthy|cancer|Disability|Cancer/Smoking/Unhealthy,410,412,PNG,Nothing Will Ever Be the Same. ‘Smoking gave me throat cancer at . Now I breathe through a hole in my throat and need this machine to speak. Ronald Martner Quit SMOKING TODAY,33,90.7,21387,168920,0.1266,image_heavy,#242126,#CEB8B2,#8A96A4,#5F7499,#A44C34,"[""#242126"", ""#CEB8B2"", ""#8A96A4"", ""#5F7499"", ""#A44C34""]",success,0.0,0.125,smoking|throat|nothing,smoking|cancer|need,2,Public Health Messaging
172613,10/172613.png,./10/172613.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",active|creative|inspired|conscious|educated,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Conscious(aware,thoughtful,prepared)|Educated(informed,enlightened,smart,savvy,intelligent)",Love/Desire|love|closeness/intimacy|Classy/Romance/Classic,4622,6173,PNG,"Advancing years need not rob you of romance. Not if you keep young in spirit . . . and young in look. Not if you can cheat the years with Endocreme, the hormone cream that helps so many women regain a smoother, firmer, more youth- ful-looking skin. F Does your mirror betray tell-tale signs of age—tiny lines, dry, crepey skin? Try to correct them. Use first successful hormone cream... the only hormone cream with an eleven-year record of proven results. Hormone creams will not work wonders for every woman. But of those who try Endocreme, most see flattering skin improvements—some in as little as thirty days. Can you? To prove it costs but a few cents a day. One-month supply, three-fifty plus tax. Save money with Endocreme’s special offer for May only. Inquire at your cosmetic counter.",137,93.84,954304,28531606,0.0334,image_heavy,#292423,#F1E9DE,#A9563A,#BF8E4D,#CBA481,"[""#292423"", ""#F1E9DE"", ""#A9563A"", ""#BF8E4D"", ""#CBA481""]",success,0.2002,0.5658,hormone|endocreme|cream,skin|cream|young,3,Functional Promotion Messaging
171892,10/171892.png,./10/171892.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)","Fresh, Sweet|healthy|Frozen dessert",960,960,PNG,NOW OPEN! Try the Sensation Fat Free Flavors Available Gluten Free Located by Teavana in the Macy’s/Sears wing,18,93.78,112769,921600,0.1224,image_heavy,#D6E0B8,#3C677D,#B2CB66,#AE692B,#713E82,"[""#D6E0B8"", ""#3C677D"", ""#B2CB66"", ""#AE692B"", ""#713E82""]",success,0.3,0.625,free|open|try,free|fat|flavors,3,Functional Promotion Messaging
170691,10/170691.png,./10/170691.png,domestic_violence,domestic_violence|charities|human_right,Domestic violence|Charities|Human rights,alarmed|angry|afraid|disturbed|empathetic|emotional,"Alarmed(concerned,worried,anxious,overwhelmed)|Angry(annoyed,irritated)|Afraid(horrified,scared,fearful)|Disturbed(disgusted,shocked)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)","abuse|silence |bandaid|children, defenseless |crossed",600,776,PNG,Have  million uninsured children been crossed off the nation’s to-do list too NCLR sn,15,85.6,5466,465600,0.0117,image_heavy,#B29A86,#2B201D,#5F4035,#664F39,#E4D6C4,"[""#B29A86"", ""#2B201D"", ""#5F4035"", ""#664F39"", ""#E4D6C4""]",success,0.0,0.0,million|uninsured|children,children|million,2,Public Health Messaging
172139,10/172139.png,./10/172139.png,healthcare,healthcare|topic_Dental care advocacy,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)|topic_Dental care advocacy",amused|alert|active,"Amused(humored,laughing)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Heart|teeth/heart|heart|heart|unhealthy,500,708,PNG,"TAKE CARE OF YOUR TEETH BEFORE THEY TAKE CARE OF YOUR HEART between caves snd ‘Brush your teeth a a prvent cas,",22,79.82,7882,354000,0.0223,image_heavy,#DCD3CA,#3A4448,#8F8678,#715F49,#867454,"[""#DCD3CA"", ""#3A4448"", ""#8F8678"", ""#715F49"", ""#867454""]",success,0.0,0.0,take|care|teeth,care|heart,2,Public Health Messaging
176400,10/176400.png,./10/176400.png,healthcare,healthcare|human_right,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)|Human rights",educated|alert,"Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)",helpless/needy|Violence|abandoned|Environment/Help|Waiting,866,1232,PNG,Abarbanel’s patients are looking for a sane environment rr) rr Don ‘Mental Health Center,14,78.29,11981,1066912,0.0112,image_heavy,#4A4049,#CBC5BA,#94897E,#ABACA0,#A5A2AD,"[""#4A4049"", ""#CBC5BA"", ""#94897E"", ""#ABACA0"", ""#A5A2AD""]",success,-0.1,0.15,rr|abarbanel|patients,looking|center|health,2,Public Health Messaging
170915,10/170915.png,./10/170915.png,safety,safety,"Safety, safe driving, fire safety",educated|alert|conscious|active,"Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",death|death|death|shows the results of a higher impact on the left side compared to the right side of the childs skull|death,400,600,PNG,"Hit Hit at at mph mph an chance fide. Ws TAR,",11,77.09,6901,240000,0.0288,image_heavy,#050505,#ACACAB,#60605F,#7C9890,#6C7C84,"[""#050505"", ""#ACACAB"", ""#60605F"", ""#7C9890"", ""#6C7C84""]",success,0.0,0.0,hit|40mph|30mph,chance,2,Public Health Messaging
170956,10/170956.png,./10/170956.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",active|eager|amazed|creative|cheerful|thrifty,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Eager(hungry,thirsty,passionate)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Thrifty(frugal)",Ice Cream,436,387,PNG,‘Buy oni Gotta Have It Origina Creation™ an GET ONE FRE!,11,89.36,9638,168732,0.0571,image_heavy,#76BDE4,#62232E,#ECDCDA,#966B51,#286180,"[""#76BDE4"", ""#62232E"", ""#ECDCDA"", ""#966B51"", ""#286180""]",success,0.0,0.0,buy|oni|got,buy,2,Public Health Messaging
172004,10/172004.png,./10/172004.png,phone_tv_internet_providers,phone_tv_internet_providers,"Phone, TV and internet service providers",creative|grateful|thrifty|alert,"Creative(inventive,productive)|Grateful(thankful)|Thrifty(frugal)|Alert(attentive,curious)",Shopping|Shopping,550,782,PNG,"Mobile Plans Get abundant data and talktime with any of these plans more value selected bundles om  ow bythe By ey ‘Other Promotions Stand to win laptops, mobile phones, shopping vouchers and other prizes in ‘our Sure-Win Spin SUE Get up to citi Rebate nu forthe Platnum Vis Card with £",52,78.1,16277,430100,0.0378,image_heavy,#2E92BF,#E7E3E1,#EC8A2F,#E56825,#8F979B,"[""#2E92BF"", ""#E7E3E1"", ""#EC8A2F"", ""#E56825"", ""#8F979B""]",success,0.33,0.52,mobile|plans|get,plans|win|mobile,3,Functional Promotion Messaging
172767,10/172767.png,./10/172767.png,coffee,coffee,"Coffee, tea",creative|alert|active,"Creative(inventive,productive)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Funny/Fun|coffee,404,528,PNG,for a good time with friends,6,90.0,1431,213312,0.0067,image_heavy,#EBDAC0,#90410F,#591809,#BB8136,#B09070,"[""#EBDAC0"", ""#90410F"", ""#591809"", ""#BB8136"", ""#B09070""]",success,0.7,0.6,good|time|friends,friends|good|time,0,Food & Lifestyle-Oriented Messaging
172061,10/172061.png,./10/172061.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",persuaded|creative|active,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Natural/Fresh|fresh|natural/flavorful|natural,2550,3300,PNG,"made like no other last berry standing Before we launched our strawberry, we searched six long years to find the perfect variety of berry. And only the Pacific Northwest berry was worthy. Pure. Intense. And found nowhere else.",38,95.63,333486,8415000,0.0396,image_heavy,#EDDEDF,#9D3F41,#BA6B4E,#CD7673,#15160E,"[""#EDDEDF"", ""#9D3F41"", ""#BA6B4E"", ""#CD7673"", ""#15160E""]",success,0.22,0.6677,berry|made|like,pure|long|perfect,3,Functional Promotion Messaging
172509,10/172509.png,./10/172509.png,restaurant,restaurant,"Restaurants, cafe, fast food",persuaded|creative|inspired|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",dark|color of doughnut,635,785,PNG,urns) ~ an. Pe a  faun,7,52.43,3280,498475,0.0066,image_heavy,#0B0A09,#BEA9A6,#59504D,#7C8481,#7C7C84,"[""#0B0A09"", ""#BEA9A6"", ""#59504D"", ""#7C8481"", ""#7C7C84""]",success,0.0,0.0,urns|pe|faun,20,2,Public Health Messaging
176384,10/176384.png,./10/176384.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|conscious|eager,"Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)",Childlike/Young|Inner child|childish|Inner-child |Playfulness,443,600,PNG,Kal) NOW) HAVE FUN WHEN YOU MUNCH™,7,79.86,24251,265800,0.0912,image_heavy,#CA282E,#EAC4B7,#2C2E44,#6E3A2E,#A584A6,"[""#CA282E"", ""#EAC4B7"", ""#2C2E44"", ""#6E3A2E"", ""#A584A6""]",success,0.3,0.2,kal|fun,fun,2,Public Health Messaging
173809,10/173809.png,./10/173809.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|amused|alert,"Creative(inventive,productive)|Amused(humored,laughing)|Alert(attentive,curious)",hunger|hungry|eating|Eating |Beauty/Youth,450,435,PNG,All you can eat Rest stop,6,94.5,1862,195750,0.0095,image_heavy,#9A8A7E,#2A2C26,#DBDAD5,#504138,#604F3A,"[""#9A8A7E"", ""#2A2C26"", ""#DBDAD5"", ""#504138"", ""#604F3A""]",success,0.0,0.0,eat|rest|stop,stop|eat,2,Public Health Messaging
170185,10/170185.png,./10/170185.png,coffee,coffee|seasoning,"Coffee, tea|Seasoning, condiments, ketchup",alert|eager|creative|thrifty|calm,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Thrifty(frugal)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Coffee creamer,1560,2164,PNG,NOW YOU CAN GET EIGHT CARAMEL MACCHIATOS FOR THE PRICE OF Boldly sweet Caramel Macchiato. Rich and decadent Vanilla Latte. Creamy and luscious White Chocolate Mocha. Discover more at InternationalDelight. g brand of,33,94.03,133916,3375840,0.0397,image_heavy,#95572E,#3B1F15,#EAD6BF,#DF8946,#A19AA9,"[""#95572E"", ""#3B1F15"", ""#EAD6BF"", ""#DF8946"", ""#A19AA9""]",success,0.3063,0.475,caramel|get|eight,caramel|vanilla|brand,3,Functional Promotion Messaging
172630,10/172630.png,./10/172630.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|conscious|active,"Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Fast|speed|speed|energy|Speed,600,425,PNG,"beter way oe re: Rush nergy Drink asa strengthening function because contains of the asino ai which activates rain ells and enhance by function up to eight times, Soyoucant runout of ENERGY!",32,58.84,8292,255000,0.0325,image_heavy,#B6B8AA,#32311F,#5F4B35,#7A6C44,#727365,"[""#B6B8AA"", ""#32311F"", ""#5F4B35"", ""#7A6C44"", ""#727365""]",success,0.0,0.0,function|beter|way,times|oe|energy,2,Public Health Messaging
